Código,Nome,Turma,Ano-Período,Docente,Horário,Qtde Vagas Ofertadas,Qtde Vagas Ocupadas,Local
CIC0231,LABORATÓRIO DE CIRCUITOS LÓGICOS,A,2021.1,MARCELO GRANDI MANDELLI (29h),6T23,25,17,Remota
CIC0007,INTRODUÇÃO À CIÊNCIA DA COMPUTAÇÃO,B,2021.1,CAMILO CHANG DOREA (60h),3T23 6T45,29,20,REMOTO
CIC0105,ENGENHARIA DE SOFTWARE,A,2021.1,GENAINA NUNES RODRIGUES (30h),35M12,50,35,REMOTO
CIC0167,TRABALHO DE GRADUAÇÃO 2,LG,2021.1,LUIS PAULO FAINA GARCIA (60h),7T2345,3,3,REMOTO
CIC0167,TRABALHO DE GRADUAÇÃO 2,M,2021.1,MARCELO LADEIRA (60h),2M5 4M5 2T1 4T1,0,1,a definir
CIC0116,ESTUDOS EM COMPUTACAO MULTIMIDIA,20,2021.1,MARCELO ANTONIO MAROTTA (60h),3456N3,1,1,virtual
CIC0004,ALGORITMOS E PROGRAMAÇÃO DE COMPUTADORES,D,2021.1,CARLA DENISE CASTANHO (60h),235T45,47,42,REMOTO
CIC0224,PROJETO DE PESQUISA NA LICENCIATURA EM COMPUTAÇÃO,03,2021.1,GENAINA NUNES RODRIGUES (30h),7T45,6,1,a definir
CIC0353,PROJETO FINAL EM ENGENHARIA DE COMPUTAÇÃO 1,CC01,2021.1,CARLA DENISE CASTANHO (30h),2M5 2T1,2,1,a definir
CIC0213,SUPERVISÃO DE PRÁTICA PEDAGÓGICA EM COMPUTAÇÃO 2,01A,2021.1,MARIA DE FATIMA RAMOS BRANDAO (30h),6N12,50,10,REMOTO
CIC0004,ALGORITMOS E PROGRAMAÇÃO DE COMPUTADORES,AA,2021.1,FABRICIO ATAIDES BRAZ (90h),35M12 2T45,80,61,REMOTO FGA
CIC0004,ALGORITMOS E PROGRAMAÇÃO DE COMPUTADORES,EE,2021.1,FABIO MACEDO MENDES (90h),46M34 2T23,80,64,REMOTO FGA
CIC0166,TRABALHO DE GRADUAÇÃO 1,VB,2021.1,VINICIUS RUELA PEREIRA BORGES (30h),6N34,10,1,REMOTO
CIC0004,ALGORITMOS E PROGRAMAÇÃO DE COMPUTADORES,E,2021.1,LUCAS RODRIGUES COSTA (30h),246M34,48,33,REMOTO
CIC0090,ESTRUTURAS DE DADOS,E,2021.1,GERALDO PEREIRA ROCHA FILHO (60h),46N12,50,32,REMOTO
CIC0356,PROJETO FINAL EM ENGENHARIA DE COMPUTAÇÃO 2,GR,2021.1,GENAINA NUNES RODRIGUES (90h),2M5 3M5 4M5 2T1 3T1 4T1,3,5,a definir
CIC0212,SUPERVISÃO DE PRÁTICA PEDAGÓGICA EM COMPUTAÇÃO 1,B,2021.1,MARIA DE FATIMA RAMOS BRANDAO (30h),6N123,50,18,Remota
CIC0136,ESTUDOS EM INTELIGENCIA ARTIFICIAL,MM,2021.1,MARCELO ANTONIO MAROTTA (60h),3456N4,5,2,REMOTO
CIC0222,SUPRVISÃO DE ESTÁGIO EM LICENCIATURA EM COMPUTAÇÃO 3,A,2021.1,MARIA DE FATIMA RAMOS BRANDAO (30h),6N12,6,1,a definir
CIC0116,ESTUDOS EM COMPUTACAO MULTIMIDIA,RB,2021.1,RODRIGO BONIFACIO DE ALMEIDA (60h),7N1234,11,7,REMOTO
CIC0223,PRODUÇÃO CIENTIFICA NA LICENCIATURA EM COMPUTAÇÃO,05,2021.1,GERMANA MENEZES DA NOBREGA (30h),2M1 2T6,6,2,a definir
CIC0164,PROJETO DE LICENCIATURA 2,F,2021.1,FERNANDO ANTONIO DE ARAUJO CHACON DE ALBUQUERQUE (120h),2M5 3M5 4M5 5M5 2T1 3T1 4T1 5T1,5,0,a definir
CIC0093,LINGUAGENS DE PROGRAMACAO,A,2021.1,MARCELO LADEIRA (60h),24M12,50,33,REMOTO
CIC0167,TRABALHO DE GRADUAÇÃO 2,ML,2021.1,MARCUS VINICIUS LAMAR (60h),6N1234,5,2,REMOTO
CIC0167,TRABALHO DE GRADUAÇÃO 2,MM,2021.1,MARCELO ANTONIO MAROTTA (60h),3M12 5M12,10,2,REMOTO
CIC0142,INFORMATICA E SOCIEDADE,A,2021.1,JORGE HENRIQUE CABRAL FERNANDES (30h),4N12,16,9,REMOTO
CIC0007,INTRODUÇÃO À CIÊNCIA DA COMPUTAÇÃO,K,2021.1,ROBERTA BARBOSA OLIVEIRA (60h),3N12 4N34,30,26,REMOTO
CIC0132,ESTUDOS EM SISTEMAS DE COMPUTACAO,VA,2021.1,VANDER RAMOS ALVES (60h),24M5 24T1,2,1,a definir
CIC0353,PROJETO FINAL EM ENGENHARIA DE COMPUTAÇÃO 1,VA,2021.1,VANDER RAMOS ALVES (30h),7M12,1,1,a definir
CIC0166,TRABALHO DE GRADUAÇÃO 1,EC,2021.1,EDNA DIAS CANEDO (30h),6M5 6T1,5,0,REMOTO
CIC0356,PROJETO FINAL EM ENGENHARIA DE COMPUTAÇÃO 2,PB,2021.1,PEDRO DE AZEVEDO BERGER (90h),3M5 4M5 5M5 3T1 4T1 5T1,2,1,a definir
CIC0203,COMPUTAÇÃO EXPERIMENTAL,02,2021.1,JORGE HENRIQUE CABRAL FERNANDES (60h),7M1234,1,1,tutela
CIC0356,PROJETO FINAL EM ENGENHARIA DE COMPUTAÇÃO 2,FO,2021.1,FLAVIA MARIA GUERRA DE SOUSA ARANHA OLIVEIRA (90h),2M5 3M5 4M5 2T1 3T1 4T1,1,1,a definir
CIC0090,ESTRUTURAS DE DADOS,C,2021.1,MARCOS FAGUNDES CAETANO (60h),35M34,45,33,REMOTO
CIC0353,PROJETO FINAL EM ENGENHARIA DE COMPUTAÇÃO 1,86,2021.1,JAN MENDONCA CORREA (30h),6M12,1,1,Virtual
CIC0353,PROJETO FINAL EM ENGENHARIA DE COMPUTAÇÃO 1,JG02,2021.1,JOAO JOSE COSTA GONDIM (30h),2M5 2T1,3,1,a definir
CIC0132,ESTUDOS EM SISTEMAS DE COMPUTACAO,JG,2021.1,JOAO JOSE COSTA GONDIM (60h),3M5 5M5 3T1 5T1,4,1,a definir
CIC0356,PROJETO FINAL EM ENGENHARIA DE COMPUTAÇÃO 2,ML,2021.1,MARCUS VINICIUS LAMAR (90h),2M5 3M5 4M5 2T1 3T1 4T1,1,1,a designar
CIC0166,TRABALHO DE GRADUAÇÃO 1,A,2021.1,RODRIGO BONIFACIO DE ALMEIDA (30h),3M5 3T1,6,3,REMOTO
CIC0132,ESTUDOS EM SISTEMAS DE COMPUTACAO,FV,2021.1,FLAVIO DE BARROS VIDAL (60h),3M5 5M5 3T1 5T1,0,0,a definir
CIC0167,TRABALHO DE GRADUAÇÃO 2,EI,2021.1,EDISON ISHIKAWA (60h),2M5 4M5 2T1 4T1,10,2,REMOTO
CIC0090,ESTRUTURAS DE DADOS,B,2021.1,EDUARDO ADILIO PELINSON ALCHIERI (60h),24T45,45,32,REMOTO
CIC0200,METODOLOGIA CIENTÍFICA,A,2021.1,RICARDO LOPES DE QUEIROZ (30h),6M34,40,36,REMOTO
CIC0167,TRABALHO DE GRADUAÇÃO 2,EA,2021.1,EDUARDO ADILIO PELINSON ALCHIERI (60h),3M5 5M5 3T1 5T1,5,3,REMOTO
CIC0182,LÓGICA COMPUTACIONAL 1,B,2021.1,FLAVIO LEONARDO CAVALCANTI DE MOURA (60h),24N12,55,38,REMOTO
CIC0090,ESTRUTURAS DE DADOS,A,2021.1,GUILHERME NOVAES RAMOS (60h),35M34,45,38,REMOTO
CIC0087,TOPICOS AVANCADOS EM COMPUTADORES,PC,2021.1,VINICIUS RUELA PEREIRA BORGES (60h),24T6 24N1,16,13,REMOTO
CIC0136,ESTUDOS EM INTELIGENCIA ARTIFICIAL,FV,2021.1,FLAVIO DE BARROS VIDAL (60h),24T45,2,3,a definir
CIC0234,MÉTODOS DE PROGRAMAÇÃO,A,2021.1,JAN MENDONCA CORREA (60h),24T45,50,34,REMOTO
CIC0143,ESTUDOS EM SISTEMAS DE INFORMACAO,TF,2021.1,THIAGO DE PAULO FALEIROS (60h),7N1234,1,1,a definir
CIC0007,INTRODUÇÃO À CIÊNCIA DA COMPUTAÇÃO,E,2021.1,CAMILO CHANG DOREA (60h),4T45 5T23,30,25,REMOTO
CIC0169,PROGRAMAÇÃO COMPETITIVA,A,2021.1,VINICIUS RUELA PEREIRA BORGES (60h),35T6 35N1,51,37,REMOTO
CIC0097,BANCOS DE DADOS,B,2021.1,MARISTELA TERTO DE HOLANDA (60h),35N12,50,37,REMOTO
CIC0246,ESTÁGIO SUPERVISIONADO EM ENGENHARIA DE COMPUTAÇÃO 1,A,2021.1,JOAO JOSE COSTA GONDIM (150h),23456N34,10,23,A DEFINIR
CIC0143,ESTUDOS EM SISTEMAS DE INFORMACAO,EE,2021.1,FLAVIO DE BARROS VIDAL (60h),3M5 5M5 3T1 5T1,3,0,A DEFINIR
CIC0214,ESTÁGIO SUPERVISIONADO EM LICENCIATURA EM COMPUTAÇÃO 1,A,2021.1,MARIA DE FATIMA RAMOS BRANDAO (105h),2M5 4M5 6M5 2T1 4T1 6T1,6,6,a definir
CIC0353,PROJETO FINAL EM ENGENHARIA DE COMPUTAÇÃO 1,VB,2021.1,VINICIUS RUELA PEREIRA BORGES (30h),7N12,1,1,a definir
CIC0197,TECNICAS DE PROGRAMAÇÃO 1,C,2021.1,FERNANDO ANTONIO DE ARAUJO CHACON DE ALBUQUERQUE (60h),35M34,50,23,REMOTO
CIC0143,ESTUDOS EM SISTEMAS DE INFORMACAO,BB,2021.1,RODRIGO BONIFACIO DE ALMEIDA (60h),3M5 5M5 3T1 5T1,10,4,REMOTO
CIC0353,PROJETO FINAL EM ENGENHARIA DE COMPUTAÇÃO 1,ML01,2021.1,MARCUS VINICIUS LAMAR (30h),2M5 2T1,1,1,a designar
CIC0231,LABORATÓRIO DE CIRCUITOS LÓGICOS,D,2021.1,MARCUS VINICIUS LAMAR (29h),6M12,25,22,Remota
CIC0124,REDES DE COMPUTADORES,B,2021.1,PRISCILA AMERICA SOLIS MENDEZ BARRETO (60h),24T23,50,34,REMOTO
CIC0104,SOFTWARE BASICO,A,2021.1,MARCELO LADEIRA (60h),24M34,50,39,REMOTO
CIC0166,TRABALHO DE GRADUAÇÃO 1,43,2021.1,CARLOS EDUARDO VIANNA DE MELLO (30h),5N34,1,1,remoto
CIC0164,PROJETO DE LICENCIATURA 2,21,2021.1,THIAGO DE PAULO FALEIROS (120h),7M345 7T12345,10,1,remoto
CIC0143,ESTUDOS EM SISTEMAS DE INFORMACAO,JG,2021.1,JOAO JOSE COSTA GONDIM (60h),7T23 7T45,5,2,a definir
CIC0143,ESTUDOS EM SISTEMAS DE INFORMACAO,U,2021.1,MARISTELA TERTO DE HOLANDA (60h),3M5 5M5 3T1 5T1,3,1,A DEFINIR
CIC0211,PRÁTICA PEDAGÓGICA EM COMPUTAÇÃO 2,01A,2021.1,MARIA DE FATIMA RAMOS BRANDAO (90h),246M5 246T1,50,10,A definir
CIC0166,TRABALHO DE GRADUAÇÃO 1,MM,2021.1,MARCELO ANTONIO MAROTTA (30h),7M12,5,2,REMOTO
CIC0215,ESTÁGIO SUPERVISIONADO EM LICENCIATURA EM COMPUTAÇÃO 2,A,2021.1,MARIA DE FATIMA RAMOS BRANDAO (105h),246M5 24T1 6T12,6,1,A definir
CIC0353,PROJETO FINAL EM ENGENHARIA DE COMPUTAÇÃO 1,GF01,2021.1,GERALDO PEREIRA ROCHA FILHO (30h),2M5 2T1,1,1,a designar
CIC0223,PRODUÇÃO CIENTIFICA NA LICENCIATURA EM COMPUTAÇÃO,10,2021.1,ROBERTA BARBOSA OLIVEIRA (30h),7M12,1,1,remoto
CIC0167,TRABALHO DE GRADUAÇÃO 2,MH,2021.1,MARISTELA TERTO DE HOLANDA (60h),2M5 4M5 2T1 4T1,10,2,REMOTO
CIC0206,MÉTODOS DE PESQUISA NA LICENCIATURA EM COMPUTAÇÃO,A,2021.1,GERMANA MENEZES DA NOBREGA (30h),2N34,30,23,REMOTO
CIC0136,ESTUDOS EM INTELIGENCIA ARTIFICIAL,LP,2021.1,LUIS PAULO FAINA GARCIA (60h),2M12 4M12,5,1,REMOTO
CIC0004,ALGORITMOS E PROGRAMAÇÃO DE COMPUTADORES,F,2021.1,ANDRE DA COSTA DRUMMOND (60h),246T23,46,31,REMOTO
CIC0132,ESTUDOS EM SISTEMAS DE COMPUTACAO,FA,2021.1,FERNANDO ANTONIO DE ARAUJO CHACON DE ALBUQUERQUE (60h),7T23 7T45,4,3,a definir
CIC0087,TOPICOS AVANCADOS EM COMPUTADORES,RS,2021.1,EDNA DIAS CANEDO (60h),35T23,26,20,REMOTO
CIC0136,ESTUDOS EM INTELIGENCIA ARTIFICIAL,RO,2021.1,ROBERTA BARBOSA OLIVEIRA (60h),7T3456,10,6,REMOTO
CIC0095,TEORIA DA COMPUTACAO,A,2021.1,THIAGO DE PAULO FALEIROS (60h),35N12,50,25,REMOTO
CIC0132,ESTUDOS EM SISTEMAS DE COMPUTACAO,H,2021.1,MARCELO LADEIRA (60h),3M5 5M5 3T1 5T1,0,1,a definir
CIC0087,TOPICOS AVANCADOS EM COMPUTADORES,NC,2021.1,ALETEIA PATRICIA FAVACHO DE ARAUJO VON PAUMGARTTEN (60h),24M34,15,14,REMOTO
CIC0166,TRABALHO DE GRADUAÇÃO 1,LG,2021.1,LUIS PAULO FAINA GARCIA (30h),6N34,2,1,REMOTO
CIC0353,PROJETO FINAL EM ENGENHARIA DE COMPUTAÇÃO 1,JE01,2021.1,JOSE EDIL GUIMARAES DE MEDEIROS (30h),2M5 2T1,1,1,a definir
CIC0356,PROJETO FINAL EM ENGENHARIA DE COMPUTAÇÃO 2,RB,2021.1,RODRIGO BONIFACIO DE ALMEIDA (90h),3M5 4M5 5M5 3T1 4T1 5T1,3,3,a definir
CIC0167,TRABALHO DE GRADUAÇÃO 2,RR,2021.1,ROBERTA BARBOSA OLIVEIRA (60h),7N1234,4,1,REMOTO
CIC0229,CIRCUITOS LÓGICOS,CD,2021.1,MARCELO GRANDI MANDELLI (60h),35M12,45,37,REMOTO
CIC0004,ALGORITMOS E PROGRAMAÇÃO DE COMPUTADORES,D,2021.1,FRANK NED SANTA CRUZ DE OLIVEIRA (30h),235T45,47,42,REMOTO
CIC0188,INTRODUÇÃO À ENGENHARIA DE COMPUTAÇÃO,A,2021.1,JOSE EDIL GUIMARAES DE MEDEIROS (30h),6M34,60,48,REMOTO
